Ticker,Type,Contract_Name,Last_Trade_Date,Strike,Last_Price,Bid,Ask,Change,Pct_Change,Volume,Open_Interest,Implied_Volatility,Ticker_Price,Avg_Price,Likely_Price,Profit_Pct,Flag
CRH,Call,CRH210319C00040000,2021-01-14 3:05PM EST,40.0,5.7,1.95,6.7,0.0,-,20,16,69.97%,45.13,4.325,4.325,0.09583425659206736,no
CRH,Call,CRH210319C00045000,2021-01-06 9:49AM EST,45.0,2.8,0.05,3.5,0.0,-,3,0,63.62%,45.13,1.775,1.775,0.039330822069576776,no
CRH,Call,CRH210319C00055000,2021-01-08 10:22AM EST,55.0,0.44,0.0,1.0,0.0,-,2,5,56.15%,45.13,0.5,0.44,0.009749612231331709,yes
CRH,Put,CRH210319P00035000,2021-01-12 3:11PM EST,35.0,0.55,0.0,0.0,0.0,-,2,334,25.00%,45.13,0.0,0.0,0.0,no
CRH,Put,CRH210319P00040000,2021-01-26 2:29PM EST,40.0,1.25,0.0,2.25,0.0,-,-,2,59.33%,45.13,1.125,1.125,0.028125,yes
CRH,Put,CRH210319P00055000,2020-08-31 8:54AM EST,55.0,18.8,17.5,22.5,0.0,-,10,10,248.49%,45.13,20.0,18.8,0.34181818181818185,no
PPG,Call,PPG210319C00105000,2021-01-28 12:33PM EST,105.0,37.5,31.0,35.7,0.0,-,-,1,84.77%,138.55,33.35,33.35,0.2407073258751353,no
PPG,Call,PPG210319C00110000,2021-02-08 3:27PM EST,110.0,30.35,26.0,31.0,0.0,-,12,13,77.70%,138.55,28.5,28.5,0.20570191266690724,no
PPG,Call,PPG210319C00120000,2021-01-25 10:10AM EST,120.0,17.7,16.6,20.2,0.0,-,2,0,48.94%,138.55,18.4,17.7,0.12775171418260553,no
PPG,Call,PPG210319C00125000,2021-01-29 12:53PM EST,125.0,12.3,13.2,15.5,0.0,-,3,4,42.05%,138.55,14.35,12.3,0.0887766149404547,no
PPG,Call,PPG210319C00130000,2021-02-10 1:49PM EST,130.0,9.6,7.5,10.5,0.0,-,1,100,31.87%,138.55,9.0,9.0,0.06495849873691807,no
PPG,Call,PPG210319C00135000,2021-02-12 2:59PM EST,135.0,6.06,6.0,6.7,0.16,+2.71%,13,190,28.74%,138.55,6.35,6.06,0.04373872248285817,no
PPG,Call,PPG210319C00140000,2021-02-12 10:36AM EST,140.0,3.5,3.3,3.7,0.5,+16.67%,2,105,26.26%,138.55,3.5,3.5,0.025261638397690363,yes
PPG,Call,PPG210319C00145000,2021-02-12 12:37PM EST,145.0,1.5,1.5,1.85,-0.16,-9.64%,24,324,25.49%,138.55,1.675,1.5,0.010826416456153013,no
PPG,Call,PPG210319C00150000,2021-02-12 3:17PM EST,150.0,0.66,0.55,0.75,-0.04,-5.71%,1,93,24.39%,138.55,0.65,0.65,0.004691447130999639,no
PPG,Call,PPG210319C00155000,2021-02-12 1:05PM EST,155.0,0.3,0.2,0.35,0.0,-,1,83,25.37%,138.55,0.275,0.275,0.001984843016961386,no
PPG,Call,PPG210319C00160000,2021-02-08 9:45AM EST,160.0,0.35,0.0,0.45,0.0,-,13,92,32.45%,138.55,0.225,0.225,0.001623962468422952,no
PPG,Call,PPG210319C00165000,2021-01-28 10:59AM EST,165.0,0.6,0.0,2.2,0.0,-,4,4,58.14%,138.55,1.1,0.6,0.004330566582461204,no
PPG,Put,PPG210319P00085000,2021-01-25 10:51AM EST,85.0,0.15,0.0,1.0,0.0,-,1,1,93.36%,138.55,0.5,0.15,0.001764705882352941,no
PPG,Put,PPG210319P00100000,2021-02-01 1:02PM EST,100.0,0.45,0.0,1.5,0.0,-,1,3,72.36%,138.55,0.75,0.45,0.0045000000000000005,no
PPG,Put,PPG210319P00110000,2021-02-09 3:07PM EST,110.0,0.3,0.0,1.5,0.0,-,21,85,54.93%,138.55,0.75,0.3,0.002727272727272727,no
PPG,Put,PPG210319P00115000,2021-02-01 10:58AM EST,115.0,1.45,0.25,0.45,0.0,-,1,28,41.11%,138.55,0.35,0.35,0.0030434782608695647,no
PPG,Put,PPG210319P00120000,2021-02-10 3:49PM EST,120.0,0.7,0.45,0.6,0.0,-,12,132,36.04%,138.55,0.525,0.525,0.004375,no
PPG,Put,PPG210319P00125000,2021-02-10 3:36PM EST,125.0,1.1,0.8,1.35,0.0,-,1,1008,36.49%,138.55,1.0750000000000002,1.0750000000000002,0.008600000000000002,no
PPG,Put,PPG210319P00130000,2021-02-12 11:09AM EST,130.0,1.9,1.4,1.9,-0.1,-5.00%,31,152,31.49%,138.55,1.65,1.65,0.012692307692307692,no
PPG,Put,PPG210319P00135000,2021-02-11 3:58PM EST,135.0,3.4,2.9,3.4,0.0,-,2,291,30.34%,138.55,3.15,3.15,0.02333333333333333,yes
PPG,Put,PPG210319P00140000,2021-02-04 2:36PM EST,140.0,5.3,5.3,5.6,0.0,-,1,233,28.99%,138.55,5.449999999999998,5.3,0.03785714285714285,no
PPG,Put,PPG210319P00145000,2021-02-12 2:06PM EST,145.0,9.4,7.9,9.5,1.0,+11.90%,2,16,33.57%,138.55,8.7,8.7,0.06,no
PPG,Put,PPG210319P00150000,2021-01-19 12:04AM EST,150.0,6.32,11.1,15.0,0.0,-,-,6,46.33%,138.55,13.05,6.32,0.042133333333333335,no
PPG,Put,PPG210319P00155000,2021-02-01 11:28AM EST,155.0,19.9,15.8,19.4,0.0,-,1,1,50.35%,138.55,17.6,17.6,0.1135483870967742,no
CTVA,Call,CTVA210319C00015000,2020-10-08 10:52AM EST,15.0,16.92,18.5,18.9,0.0,-,1,1,0.00%,44.37,18.7,16.92,0.3813387423935092,no
CTVA,Call,CTVA210319C00020000,2021-01-28 10:51AM EST,20.0,20.1,23.9,26.9,0.0,-,7,7,218.36%,44.37,25.4,20.1,0.4530087897227858,no
CTVA,Call,CTVA210319C00021000,2021-01-28 10:51AM EST,21.0,19.1,22.9,25.5,0.0,-,-,4,194.82%,44.37,24.2,19.1,0.4304710389903088,no
CTVA,Call,CTVA210319C00022000,2021-01-28 10:51AM EST,22.0,18.1,21.9,25.0,0.0,-,-,2,199.12%,44.37,23.45,18.1,0.4079332882578319,no
CTVA,Call,CTVA210319C00023000,2020-08-06 9:25AM EST,23.0,5.7,7.3,7.8,0.0,-,1,1,0.00%,44.37,7.55,5.7,0.12846517917511832,no
CTVA,Call,CTVA210319C00025000,2021-01-28 12:04PM EST,25.0,15.1,18.9,21.6,0.0,-,1,60,159.18%,44.37,20.25,15.1,0.3403200360604012,no
CTVA,Call,CTVA210319C00026000,2020-08-14 9:46AM EST,26.0,4.1,4.7,5.5,0.0,-,3,1,0.00%,44.37,5.1,4.1,0.09240477800315527,no
CTVA,Call,CTVA210319C00027000,2020-12-15 2:38PM EST,27.0,12.32,16.7,17.6,0.0,-,1,1,101.66%,44.37,17.15,12.32,0.2776650890241154,no
CTVA,Call,CTVA210319C00028000,2020-12-23 3:05PM EST,28.0,11.5,13.7,14.4,0.0,-,6,3,0.00%,44.37,14.05,11.5,0.25918413342348434,no
CTVA,Call,CTVA210319C00029000,2020-11-04 9:47AM EST,29.0,5.19,9.6,10.5,0.0,-,1,5,0.00%,44.37,10.05,5.19,0.11697092630155513,no
CTVA,Call,CTVA210319C00030000,2021-02-04 9:33AM EST,30.0,13.4,13.3,16.3,0.0,-,1,54,96.48%,44.37,14.8,13.4,0.3020058598151905,no
CTVA,Call,CTVA210319C00031000,2021-02-08 11:29AM EST,31.0,13.0,13.0,15.2,0.0,-,1,25,104.49%,44.37,14.1,13.0,0.2929907595221997,no
CTVA,Call,CTVA210319C00032000,2021-01-20 11:46AM EST,32.0,11.95,11.8,14.4,0.0,-,1,36,97.46%,44.37,13.1,11.95,0.26932612125309896,no
CTVA,Call,CTVA210319C00033000,2021-02-10 9:56AM EST,33.0,10.5,11.0,13.5,0.0,-,2,58,96.34%,44.37,12.25,10.5,0.23664638269100746,no
CTVA,Call,CTVA210319C00034000,2021-01-25 10:32AM EST,34.0,10.2,9.3,12.4,2.8,+37.84%,5,225,73.73%,44.37,10.85,10.2,0.2298850574712644,no
CTVA,Call,CTVA210319C00035000,2021-02-05 10:16AM EST,35.0,9.2,9.3,10.7,0.0,-,4,208,73.58%,44.37,10.0,9.2,0.20734730673878746,no
CTVA,Call,CTVA210319C00036000,2021-02-04 2:27PM EST,36.0,7.1,8.1,10.2,0.0,-,1,304,72.46%,44.37,9.15,7.1,0.16001803020058594,no
CTVA,Call,CTVA210319C00037000,2021-02-04 9:37AM EST,37.0,5.7,7.4,8.4,0.0,-,5,63,57.52%,44.37,7.9,5.7,0.12846517917511832,no
CTVA,Call,CTVA210319C00038000,2021-02-09 3:48PM EST,38.0,5.77,6.3,7.3,0.0,-,1,288,63.77%,44.37,6.8,5.77,0.1300428217263917,no
CTVA,Call,CTVA210319C00039000,2021-02-12 12:49PM EST,39.0,5.5,5.6,6.0,0.6,+12.24%,5,1245,48.63%,44.37,5.8,5.5,0.12395762902862295,no
CTVA,Call,CTVA210319C00040000,2021-02-09 10:42AM EST,40.0,3.98,4.6,5.5,0.0,-,26,342,55.18%,44.37,5.05,3.98,0.08970024791525806,no
CTVA,Call,CTVA210319C00041000,2021-02-12 12:16PM EST,41.0,3.92,3.9,4.2,0.52,+15.29%,1,144,41.02%,44.37,4.05,3.92,0.08834798287130945,no
CTVA,Call,CTVA210319C00042000,2021-02-12 12:44PM EST,42.0,3.21,3.2,3.5,0.79,+32.64%,5,265,40.67%,44.37,3.35,3.21,0.07234617985125084,no
CTVA,Call,CTVA210319C00043000,2021-02-12 1:54PM EST,43.0,2.53,2.6,2.75,0.28,+12.44%,3,1022,37.99%,44.37,2.675,2.53,0.05702050935316656,no
CTVA,Call,CTVA210319C00044000,2021-02-11 3:15PM EST,44.0,1.9,2.0,2.2,0.1,+5.56%,1,77,37.94%,44.37,2.1,1.9,0.04282172639170611,no
CTVA,Call,CTVA210319C00045000,2021-02-12 3:56PM EST,45.0,1.6,1.55,1.65,0.27,+20.30%,99,2183,36.38%,44.37,1.6,1.6,0.03606040117196304,yes
CTVA,Call,CTVA210319C00046000,2021-02-12 2:29PM EST,46.0,1.1,1.1,1.25,0.25,+29.41%,3,91,36.13%,44.37,1.175,1.1,0.024791525805724596,no
CTVA,Call,CTVA210319C00047000,2021-02-12 1:54PM EST,47.0,0.83,0.8,0.9,0.18,+27.69%,1,117,35.40%,44.37,0.8500000000000001,0.83,0.018706333107955827,no
CTVA,Call,CTVA210319C00048000,2021-02-12 12:02PM EST,48.0,0.6,0.55,0.65,0.2,+50.00%,1,233,35.25%,44.37,0.6000000000000001,0.6,0.01352265043948614,no
CTVA,Call,CTVA210319C00049000,2021-02-10 12:09PM EST,49.0,0.25,0.35,0.4,0.0,-,4,217,33.45%,44.37,0.375,0.25,0.005634437683119225,no
CTVA,Call,CTVA210319C00050000,2021-02-12 12:33PM EST,50.0,0.25,0.2,0.3,0.05,+25.00%,2,170,34.42%,44.37,0.25,0.25,0.005634437683119225,no
CTVA,Call,CTVA210319C00055000,2021-02-08 3:54PM EST,55.0,0.05,0.0,0.15,0.0,-,1,178,44.43%,44.37,0.075,0.05,0.001126887536623845,no
CTVA,Put,CTVA210319P00015000,2021-01-29 11:09AM EST,15.0,0.05,0.0,0.15,0.0,-,6,7,168.75%,44.37,0.075,0.05,0.0033333333333333327,no
CTVA,Put,CTVA210319P00020000,2021-01-29 11:10AM EST,20.0,0.06,0.0,0.15,0.0,-,6,6,126.95%,44.37,0.075,0.06,0.003,no
CTVA,Put,CTVA210319P00021000,2020-08-16 11:09PM EST,21.0,1.3,0.0,0.0,0.0,-,-,0,50.00%,44.37,0.0,0.0,0.0,no
CTVA,Put,CTVA210319P00023000,2020-12-11 2:23PM EST,23.0,0.15,0.0,0.9,0.0,-,1,93,149.41%,44.37,0.45,0.15,0.006521739130434782,no
CTVA,Put,CTVA210319P00024000,2020-12-01 3:16PM EST,24.0,0.18,0.0,0.25,0.0,-,1,5,108.98%,44.37,0.125,0.125,0.005208333333333333,no
CTVA,Put,CTVA210319P00025000,2020-12-29 12:30PM EST,25.0,0.18,0.0,0.2,0.0,-,1,13,98.83%,44.37,0.1,0.1,0.004,no
CTVA,Put,CTVA210319P00026000,2021-02-09 9:40AM EST,26.0,0.1,0.0,0.15,0.0,-,1,311,88.67%,44.37,0.075,0.075,0.0028846153846153843,no
CTVA,Put,CTVA210319P00027000,2020-12-01 10:17AM EST,27.0,0.25,0.0,0.25,0.0,-,4,12,90.43%,44.37,0.125,0.125,0.0046296296296296285,no
CTVA,Put,CTVA210319P00028000,2020-12-04 12:48PM EST,28.0,0.35,0.05,0.25,0.0,-,1,15,87.50%,44.37,0.15,0.15,0.005357142857142857,no
CTVA,Put,CTVA210319P00029000,2021-02-01 1:02PM EST,29.0,0.2,0.0,0.15,0.0,-,1,7,72.46%,44.37,0.075,0.075,0.0025862068965517237,no
CTVA,Put,CTVA210319P00030000,2021-01-19 11:10AM EST,30.0,0.1,0.0,0.15,0.0,-,3,28,67.38%,44.37,0.075,0.075,0.0025,no
CTVA,Put,CTVA210319P00031000,2021-02-09 12:13PM EST,31.0,0.1,0.0,0.2,0.0,-,1,18,65.63%,44.37,0.1,0.1,0.0032258064516129032,no
CTVA,Put,CTVA210319P00032000,2021-02-03 12:51PM EST,32.0,0.1,0.0,0.2,0.0,-,1,6,60.74%,44.37,0.1,0.1,0.003125,no
CTVA,Put,CTVA210319P00033000,2021-02-12 10:27AM EST,33.0,0.2,0.0,0.2,0.05,+33.33%,20,827,55.86%,44.37,0.1,0.1,0.0030303030303030303,no
CTVA,Put,CTVA210319P00034000,2021-02-09 3:07PM EST,34.0,0.15,0.0,0.25,0.0,-,2,108,53.32%,44.37,0.125,0.125,0.0036764705882352936,no
CTVA,Put,CTVA210319P00035000,2021-02-09 3:07PM EST,35.0,0.2,0.05,0.2,0.0,-,12,67,53.71%,44.37,0.125,0.125,0.0035714285714285718,no
CTVA,Put,CTVA210319P00036000,2021-02-11 1:15PM EST,36.0,0.25,0.1,0.25,0.0,-,1,25,51.37%,44.37,0.175,0.175,0.004861111111111111,no
CTVA,Put,CTVA210319P00037000,2021-02-11 1:11PM EST,37.0,0.35,0.15,0.3,0.0,-,7,89,48.44%,44.37,0.225,0.225,0.006081081081081081,no
CTVA,Put,CTVA210319P00038000,2021-02-12 11:55AM EST,38.0,0.35,0.25,0.4,-0.1,-22.22%,1,72,46.97%,44.37,0.325,0.325,0.008552631578947369,no
CTVA,Put,CTVA210319P00039000,2021-02-12 1:43PM EST,39.0,0.45,0.35,0.5,-0.2,-30.77%,5,202,44.63%,44.37,0.425,0.425,0.010897435897435895,no
CTVA,Put,CTVA210319P00040000,2021-02-12 11:45AM EST,40.0,0.65,0.5,0.65,-0.2,-23.53%,1,106,42.97%,44.37,0.575,0.575,0.014375,no
CTVA,Put,CTVA210319P00041000,2021-02-12 11:33AM EST,41.0,0.9,0.7,0.85,-0.2,-18.18%,1,41,41.50%,44.37,0.7749999999999999,0.7749999999999999,0.018902439024390243,no
CTVA,Put,CTVA210319P00042000,2021-02-11 1:22PM EST,42.0,1.15,1.0,1.15,-0.3,-20.69%,1,37,41.11%,44.37,1.075,1.075,0.02559523809523809,no
CTVA,Put,CTVA210319P00043000,2021-02-12 12:07PM EST,43.0,1.5,1.35,1.5,-0.42,-21.87%,1,69,40.38%,44.37,1.425,1.425,0.03313953488372093,no
CTVA,Put,CTVA210319P00044000,2021-02-12 1:37PM EST,44.0,1.9,1.75,1.9,-0.52,-21.49%,2,4,39.26%,44.37,1.825,1.825,0.04147727272727272,yes
CTVA,Put,CTVA210319P00045000,2021-02-08 1:53PM EST,45.0,2.75,2.25,2.4,0.0,-,2,23,38.62%,44.37,2.325,2.325,0.051666666666666666,no
CTVA,Put,CTVA210319P00047000,2021-02-04 9:37AM EST,47.0,5.4,3.5,3.7,0.0,-,-,1,38.94%,44.37,3.6,3.6,0.07659574468085106,no
CTVA,Put,CTVA210319P00048000,2021-02-04 11:56AM EST,48.0,6.04,4.2,4.5,0.0,-,2,12,40.33%,44.37,4.35,4.35,0.090625,no
CTVA,Put,CTVA210319P00049000,2021-02-04 9:37AM EST,49.0,7.1,5.0,5.3,0.0,-,-,10,40.67%,44.37,5.15,5.15,0.10510204081632654,no
CTVA,Put,CTVA210319P00050000,2021-02-08 1:53PM EST,50.0,6.5,5.9,6.1,0.0,-,-,2,39.80%,44.37,6.0,6.0,0.12,no
CTVA,Put,CTVA210319P00055000,2021-01-28 10:50AM EST,55.0,15.1,9.6,12.6,0.0,-,-,1,58.69%,44.37,11.1,11.1,0.2018181818181818,no
LYB,Call,LYB210319C00045000,2021-01-19 12:05AM EST,45.0,44.5,0.0,0.0,0.0,-,-,0,0.00%,96.14,0.0,0.0,0.0,no
LYB,Call,LYB210319C00050000,2020-11-25 3:26PM EST,50.0,39.25,39.9,41.7,0.0,-,7,0,0.00%,96.14,40.8,39.25,0.40825878926565423,no
LYB,Call,LYB210319C00055000,2020-11-25 3:26PM EST,55.0,34.28,34.8,36.6,0.0,-,38,0,0.00%,96.14,35.7,34.28,0.3565633451216975,no
LYB,Call,LYB210319C00065000,2020-11-25 2:31PM EST,65.0,24.9,26.1,26.5,0.0,-,1,22,0.00%,96.14,26.3,24.9,0.2589972956105679,no
LYB,Call,LYB210319C00070000,2021-01-20 3:16PM EST,70.0,24.4,25.5,26.9,0.0,-,1,25,77.54%,96.14,26.2,24.4,0.2537965467027252,no
LYB,Call,LYB210319C00075000,2021-02-09 11:18AM EST,75.0,20.29,20.9,21.6,0.0,-,2,112,56.49%,96.14,21.25,20.29,0.21104639068025796,no
LYB,Call,LYB210319C00080000,2021-02-12 2:05PM EST,80.0,15.56,15.4,17.5,-0.32,-2.02%,1,1400,61.43%,96.14,16.45,15.56,0.16184730601206573,no
LYB,Call,LYB210319C00085000,2021-02-12 3:48PM EST,85.0,11.5,11.1,11.9,1.78,+18.31%,3,214,38.33%,96.14,11.5,11.5,0.11961722488038275,no
LYB,Call,LYB210319C00090000,2021-02-12 2:38PM EST,90.0,6.8,6.8,7.8,0.2,+3.03%,1,324,35.89%,96.14,7.3,6.8,0.07073018514666111,no
LYB,Call,LYB210319C00095000,2021-02-12 3:36PM EST,95.0,4.37,4.2,4.5,0.87,+24.86%,20,1700,34.06%,96.14,4.35,4.35,0.045246515498231735,no
LYB,Call,LYB210319C00100000,2021-02-12 3:36PM EST,100.0,2.15,2.1,2.25,0.31,+16.85%,25,1323,32.98%,96.14,2.175,2.15,0.022363220303723737,yes
LYB,Call,LYB210319C00105000,2021-02-12 3:54PM EST,105.0,0.95,0.85,1.05,-0.24,-20.17%,9,980,33.35%,96.14,0.95,0.95,0.009881422924901186,no
LYB,Call,LYB210319C00110000,2021-02-11 11:37AM EST,110.0,0.47,0.3,0.45,0.12,+34.29%,1,202,33.79%,96.14,0.375,0.375,0.003900561680882047,no
LYB,Call,LYB210319C00115000,2021-02-11 12:04PM EST,115.0,0.15,0.05,1.05,0.0,-,1,137,52.34%,96.14,0.55,0.15,0.0015602246723528186,no
LYB,Call,LYB210319C00120000,2021-01-12 2:08PM EST,120.0,0.72,0.0,0.0,0.0,-,1,3,12.50%,96.14,0.0,0.0,0.0,no
LYB,Put,LYB210319P00035000,2020-12-16 10:37AM EST,35.0,0.1,0.0,0.2,0.0,-,1,10,147.66%,96.14,0.1,0.1,0.002857142857142857,no
LYB,Put,LYB210319P00040000,2021-01-21 11:57AM EST,40.0,0.15,0.0,0.25,0.0,-,1,13,133.59%,96.14,0.125,0.125,0.003125,no
LYB,Put,LYB210319P00045000,2021-02-12 12:32PM EST,45.0,0.12,0.0,0.25,0.0,-,2,15,116.80%,96.14,0.125,0.12,0.0026666666666666666,no
LYB,Put,LYB210319P00050000,2021-02-08 9:44AM EST,50.0,0.07,0.0,0.3,0.0,-,1,81,104.88%,96.14,0.15,0.07,0.0014000000000000002,no
LYB,Put,LYB210319P00055000,2020-11-30 1:22PM EST,55.0,0.84,0.0,0.6,0.0,-,3,31,102.05%,96.14,0.3,0.3,0.005454545454545454,no
LYB,Put,LYB210319P00060000,2021-02-09 10:18AM EST,60.0,0.1,0.1,0.7,0.0,-,1,100,93.07%,96.14,0.4,0.1,0.0016666666666666668,no
LYB,Put,LYB210319P00065000,2021-02-04 3:50PM EST,65.0,0.26,0.0,1.0,0.0,-,4,150,83.30%,96.14,0.5,0.26,0.004,no
LYB,Put,LYB210319P00070000,2021-02-11 10:28AM EST,70.0,0.26,0.15,0.5,0.0,-,2,158,63.97%,96.14,0.325,0.26,0.0037142857142857134,no
LYB,Put,LYB210319P00075000,2021-02-12 3:28PM EST,75.0,0.35,0.3,0.4,-0.06,-14.63%,1,348,53.13%,96.14,0.35,0.35,0.004666666666666665,no
LYB,Put,LYB210319P00080000,2021-02-12 1:23PM EST,80.0,0.75,0.55,0.65,0.0,-,26,802,48.88%,96.14,0.6000000000000001,0.6000000000000001,0.0075000000000000015,no
LYB,Put,LYB210319P00085000,2021-02-12 1:23PM EST,85.0,1.37,1.05,1.25,-0.23,-14.38%,27,411,45.65%,96.14,1.15,1.15,0.013529411764705882,no
LYB,Put,LYB210319P00090000,2021-02-11 10:14AM EST,90.0,2.45,2.1,2.35,-0.15,-5.77%,1,501,43.13%,96.14,2.225,2.225,0.024722222222222225,no
LYB,Put,LYB210319P00095000,2021-02-12 12:03PM EST,95.0,4.5,4.0,4.3,-0.2,-4.26%,63,157,42.33%,96.14,4.15,4.15,0.04368421052631579,yes
LYB,Put,LYB210319P00100000,2021-02-12 11:42AM EST,100.0,7.5,6.8,7.2,-4.0,-34.78%,1,94,42.85%,96.14,7.0,7.0,0.07,no
LYB,Put,LYB210319P00105000,2021-01-12 1:06PM EST,105.0,11.33,0.0,0.0,0.0,-,1,4,0.00%,96.14,0.0,0.0,0.0,no
LYB,Put,LYB210319P00110000,2020-12-08 12:32PM EST,110.0,23.72,15.2,16.1,0.0,-,5,5,52.71%,96.14,15.65,15.65,0.14227272727272727,no
LYB,Put,LYB210319P00120000,2021-01-19 12:05AM EST,120.0,24.0,0.0,0.0,0.0,-,-,0,0.00%,96.14,0.0,0.0,0.0,no
NTR,Call,NTR210319C00022500,2020-12-29 3:14PM EST,22.5,24.7,29.0,29.6,0.0,-,6,0,0.00%,56.01,29.3,24.7,0.4409926798785931,no
NTR,Call,NTR210319C00025000,2020-11-05 11:03AM EST,25.0,14.6,25.3,26.0,0.0,-,1,2,0.00%,56.01,25.65,14.6,0.2606677379039457,no
NTR,Call,NTR210319C00030000,2021-01-12 12:38PM EST,30.0,23.0,0.0,0.0,0.0,-,1,3,0.00%,56.01,0.0,0.0,0.0,no
NTR,Call,NTR210319C00035000,2021-02-05 2:58PM EST,35.0,21.0,20.6,21.4,2.5,+13.51%,1,6,103.42%,56.01,21.0,21.0,0.3749330476700589,no
NTR,Call,NTR210319C00040000,2021-02-09 11:21AM EST,40.0,14.1,15.6,16.5,0.0,-,8,315,51.56%,56.01,16.05,14.1,0.2517407605784681,no
NTR,Call,NTR210319C00045000,2021-02-12 3:40PM EST,45.0,11.08,10.6,11.7,0.88,+8.63%,3,637,66.36%,56.01,11.15,11.08,0.1978218175325835,no
NTR,Call,NTR210319C00050000,2021-02-12 12:07PM EST,50.0,6.4,6.3,6.7,0.09,+1.43%,14,932,42.43%,56.01,6.5,6.4,0.1142653097661132,no
NTR,Call,NTR210319C00055000,2021-02-12 3:57PM EST,55.0,2.9,2.85,3.0,0.56,+23.93%,49,2467,36.99%,56.01,2.925,2.9,0.05177646848777004,no
NTR,Call,NTR210319C00060000,2021-02-12 3:07PM EST,60.0,0.8,0.8,0.95,0.12,+17.65%,39,2669,35.16%,56.01,0.875,0.8,0.014283163720764153,yes
NTR,Call,NTR210319C00065000,2021-02-12 10:14AM EST,65.0,0.21,0.1,0.25,0.07,+50.00%,25,475,35.94%,56.01,0.175,0.175,0.003124442063917157,no
NTR,Put,NTR210319P00017500,2020-10-09 10:55AM EST,17.5,0.1,0.0,0.2,0.0,-,5,6,182.03%,56.01,0.1,0.1,0.005714285714285714,no
NTR,Put,NTR210319P00020000,2020-09-28 10:46AM EST,20.0,0.25,0.0,0.3,0.0,-,5,16,172.66%,56.01,0.15,0.15,0.0075,no
NTR,Put,NTR210319P00022500,2020-09-08 2:50PM EST,22.5,0.6,0.05,0.4,0.0,-,1,9,165.23%,56.01,0.225,0.225,0.01,no
NTR,Put,NTR210319P00025000,2021-01-15 2:28PM EST,25.0,0.05,0.0,0.1,0.0,-,100,213,117.19%,56.01,0.05,0.05,0.002,no
NTR,Put,NTR210319P00030000,2021-01-29 12:23PM EST,30.0,0.01,0.0,0.1,0.0,-,5,434,92.97%,56.01,0.05,0.01,0.0003333333333333333,no
NTR,Put,NTR210319P00035000,2021-01-21 12:13PM EST,35.0,0.05,0.0,0.15,0.0,-,1,202,76.17%,56.01,0.075,0.05,0.0014285714285714286,no
NTR,Put,NTR210319P00040000,2021-02-11 9:30AM EST,40.0,0.05,0.0,0.1,0.0,-,2,208,53.52%,56.01,0.05,0.05,0.00125,no
NTR,Put,NTR210319P00045000,2021-02-12 3:21PM EST,45.0,0.15,0.1,0.2,-0.05,-25.00%,15,866,47.75%,56.01,0.15000000000000002,0.15,0.0033333333333333327,no
NTR,Put,NTR210319P00050000,2021-02-12 1:27PM EST,50.0,0.56,0.5,0.6,-0.19,-25.33%,1,244,40.28%,56.01,0.55,0.55,0.011,no
NTR,Put,NTR210319P00055000,2021-02-12 3:21PM EST,55.0,1.95,1.85,2.05,-0.65,-25.00%,10,49,37.92%,56.01,1.95,1.95,0.03545454545454545,yes
NTR,Put,NTR210319P00060000,2021-01-28 11:06AM EST,60.0,9.2,4.0,5.8,0.0,-,2,5,49.56%,56.01,4.9,4.9,0.08166666666666668,no
MT,Call,MT210319C00005000,2021-01-04 9:30AM EST,5.0,19.55,16.8,17.05,0.0,-,2,0,0.00%,22.82,16.925,16.925,0.7416739702015775,no
MT,Call,MT210319C00008000,2020-11-27 11:33AM EST,8.0,10.3,14.9,15.55,0.0,-,1,2,257.81%,22.82,15.225,10.3,0.4513584574934269,no
MT,Call,MT210319C00010000,2020-12-02 10:03AM EST,10.0,9.63,12.9,13.2,0.0,-,4,52,181.64%,22.82,13.05,9.63,0.42199824715162143,no
MT,Call,MT210319C00011000,2021-01-07 11:52AM EST,11.0,14.45,11.1,11.8,0.0,-,1,9,0.00%,22.82,11.45,11.45,0.5017528483786152,no
MT,Call,MT210319C00012000,2021-01-13 11:38AM EST,12.0,12.15,10.3,11.35,0.0,-,5,299,81.25%,22.82,10.825,10.825,0.4743645924627519,no
MT,Call,MT210319C00013000,2021-02-01 2:11PM EST,13.0,9.41,9.75,10.1,0.0,-,10,2199,110.55%,22.82,9.925,9.41,0.4123575810692375,no
MT,Call,MT210319C00014000,2021-01-27 2:53PM EST,14.0,7.32,8.35,9.35,0.0,-,17,780,78.91%,22.82,8.85,7.32,0.32077125328659073,no
MT,Call,MT210319C00015000,2021-02-10 2:49PM EST,15.0,8.5,7.3,8.45,0.0,-,1,452,75.78%,22.82,7.875,7.875,0.3450920245398773,no
MT,Call,MT210319C00016000,2021-02-09 3:42PM EST,16.0,7.37,6.4,7.45,0.0,-,5,1452,75.00%,22.82,6.925000000000002,6.925000000000002,0.3034618755477652,no
MT,Call,MT210319C00017000,2021-02-12 10:52AM EST,17.0,5.75,5.9,6.1,0.0,-,4,302,73.05%,22.82,6.0,5.75,0.25197195442594217,no
MT,Call,MT210319C00018000,2021-02-10 3:20PM EST,18.0,5.8,4.5,5.05,0.0,-,3,433,66.21%,22.82,4.775,4.775,0.20924627519719546,no
MT,Call,MT210319C00019000,2021-02-12 10:39AM EST,19.0,3.9,4.0,4.35,-1.0,-20.41%,4,1956,63.38%,22.82,4.175,3.9,0.17090271691498685,no
